name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Potyvirus zantedeschiatenuis	3240644	S	370	0	370	0.00000
Potyvirus nicotianavenaobscurum	3240570	S	367	0	367	0.00000
Potyvirus konjac	3240552	S	309	0	309	0.00000
Potyvirus papayanuli	3240577	S	245	0	245	0.00000
Potyvirus apiumtessellati	3240465	S	219	0	219	0.00000
Potyvirus hardenbergiae	3240536	S	161	0	161	0.00000
Potyvirus yituberosi	3240642	S	155	0	155	0.00000
Potyvirus citrulli	3240504	S	150	0	150	0.00000
Potyvirus passiflorafricanse	3240583	S	140	0	140	0.00000
Potyvirus pennisseti	3240587	S	130	0	130	0.00000
Potyvirus cebatatae	3240499	S	120	0	120	0.00000
Potyvirus angelicae	436007	S	119	0	119	0.00000
Amomum potyvirus A	2835563	S	118	0	118	0.00000
Potyvirus ampeloprasi	3240464	S	111	0	111	0.00000
Potyvirus capsimaculae	3240490	S	101	0	101	0.00000
Potyvirus batataplumei	3240478	S	99	0	99	0.00000
Potyvirus pleionis	3240599	S	99	0	99	0.00000
Potyvirus nicotianamaculae	3240568	S	99	0	99	0.00000
Potyvirus esculentinecrosis	3240526	S	97	0	97	0.00000
Potyvirus pepotigris	3240590	S	91	0	91	0.00000
Potyvirus duobatatae	3240525	S	87	0	87	0.00000
Potyvirus orionspassiflorae	3240573	S	79	0	79	0.00000
Potyvirus perulycopersici	3240591	S	77	0	77	0.00000
Potyvirus atuberosi	3240473	S	76	0	76	0.00000
Potyvirus carotatenuifoli	3240496	S	71	0	71	0.00000
Potyvirus anemones	3060643	S	66	0	66	0.00000
Potyvirus sorghitessellati	3240613	S	65	0	65	0.00000
Potyvirus gebatatae	3240530	S	65	0	65	0.00000
Potyvirus helitenuitessellati	3240539	S	60	0	60	0.00000
Potyvirus bidenstessellati	3240483	S	59	0	59	0.00000
Potyvirus cucurbitaflavitesselati	3240514	S	57	0	57	0.00000
Potyvirus capsivenae	3240492	S	55	0	55	0.00000
Potyvirus chamaescillae	3240502	S	55	0	55	0.00000
Potyvirus fountaingrassi	2956333	S	52	0	52	0.00000
Potyvirus cepae	3240500	S	52	0	52	0.00000
Potyvirus ornithogalitessellati	3240575	S	50	0	50	0.00000
Potyvirus narcissuslineae	3240565	S	50	0	50	0.00000
Potyvirus rapae	3240607	S	49	0	49	0.00000
Potyvirus cliviaflavilineae	3060644	S	48	0	48	0.00000
Potyvirus hiemalisdaphnis	3240543	S	45	0	45	0.00000
Potyvirus melongenae	2056161	S	45	0	45	0.00000
Potyvirus calistephi	3240485	S	42	0	42	0.00000
Potyvirus phaseoluteum	3240594	S	42	0	42	0.00000
Potyvirus lupinus	3240556	S	41	0	41	0.00000
Potyvirus capsiflavi	3240489	S	40	0	40	0.00000
Potyvirus thurnbergii	3240621	S	39	0	39	0.00000
Potyvirus phaseoli	3240593	S	39	0	39	0.00000
Potyvirus iristenuis	3240549	S	38	0	38	0.00000
Potyvirus capsivenamaculae	3240493	S	38	0	38	0.00000
Potyvirus vetuberosi	3240633	S	37	0	37	0.00000
Potyvirus phaseovulgaris	3240595	S	36	0	36	0.00000
Potyvirus paris	3240578	S	36	0	36	0.00000
Potyvirus caryae	3240497	S	35	0	35	0.00000
Potyvirus iriseverum	3240548	S	34	0	34	0.00000
Potyvirus trifolii	3240624	S	34	0	34	0.00000
Potyvirus eucharae	260375	S	34	0	34	0.00000
Potyvirus zeananus	3240645	S	33	0	33	0.00000
Potyvirus morindatessellati	3240561	S	32	0	32	0.00000
Potyvirus muricati	3240562	S	31	0	31	0.00000
Potyvirus lactucae	3240553	S	31	0	31	0.00000
Potyvirus tropaeoli	3240626	S	30	0	30	0.00000
Potyvirus passiflorae	3240581	S	30	0	30	0.00000
Potyvirus apii	168135	S	30	0	30	0.00000
Potyvirus pachyrhizus	3233362	S	28	0	28	0.00000
Potyvirus cucurbitae	3240513	S	28	0	28	0.00000
Potyvirus sacchari	3240610	S	27	0	27	0.00000
Potyvirus dendrobii	3240522	S	27	0	27	0.00000
Potyvirus heliannulabis	3240537	S	27	0	27	0.00000
Potyvirus dactylis	3240518	S	27	0	27	0.00000
Potyvirus cynanchi	3240515	S	27	0	27	0.00000
Potyvirus ashitabae	2956332	S	26	0	26	0.00000
Potyvirus pleioblasti	2956335	S	26	0	26	0.00000
Potyvirus melozonati	3240559	S	26	0	26	0.00000
Potyvirus tagetis	3060647	S	26	0	26	0.00000
Potyvirus thladiatessellati	3060648	S	26	0	26	0.00000
Potyvirus ascaloniae	3240470	S	26	0	26	0.00000
Potyvirus gomphocarphi	3240533	S	25	0	25	0.00000
Potyvirus scorzaureum	3060646	S	24	0	24	0.00000
Potyvirus narcissus	3240563	S	24	0	24	0.00000
Potyvirus musae	3158382	S	24	0	24	0.00000
Potyvirus adiuris	3240462	S	24	0	24	0.00000
Potyvirus platycodonis	3240598	S	24	0	24	0.00000
Potyvirus lactucaitalicense	3240554	S	23	0	23	0.00000
Potyvirus lilimaculae	3240555	S	23	0	23	0.00000
Potyvirus zeatessellati	3240646	S	23	0	23	0.00000
Potyvirus parisnecrosis	3240579	S	23	0	23	0.00000
Potyvirus nicotianainsculpentis	3240567	S	22	0	22	0.00000
Potyvirus capsiseverum	3240491	S	22	0	22	0.00000
Potyvirus achyranthis	2956331	S	21	0	21	0.00000
Potyvirus euphorbiae	3240527	S	21	0	21	0.00000
Potyvirus wisteriae	3240635	S	21	0	21	0.00000
Potyvirus catharantessellati	3240498	S	20	0	20	0.00000
Potyvirus hyacinthi	3240545	S	19	0	19	0.00000
Potyvirus colchici	3240508	S	19	0	19	0.00000
Potyvirus algeriaense	515575	S	18	0	18	0.00000
Potyvirus impatiensis	3240546	S	18	0	18	0.00000
Potyvirus pisumsemenportati	3240597	S	18	0	18	0.00000
Potyvirus habenariae	3240534	S	18	0	18	0.00000
Potyvirus yililii	3240639	S	17	0	17	0.00000
Potyvirus betaci	3240481	S	17	0	17	0.00000
Potyvirus asparagi	3240472	S	17	0	17	0.00000
Potyvirus jasmini	3240550	S	17	0	17	0.00000
Potyvirus nippodioscoreae	3240571	S	16	0	16	0.00000
Potyvirus begoniae	3240479	S	16	0	16	0.00000
Potyvirus panax	3240576	S	16	0	16	0.00000
Potyvirus glycitessellati	3240532	S	16	0	16	0.00000
Potyvirus yamtesselati	3240637	S	16	0	16	0.00000
Potyvirus dioscoreae	3240524	S	16	0	16	0.00000
Potyvirus halapensis	3240535	S	16	0	16	0.00000
Potyvirus freesiae	3240528	S	16	0	16	0.00000
Potyvirus helichloromaculae	3240538	S	16	0	16	0.00000
Potyvirus tulipadefractum	3240628	S	15	0	15	0.00000
Potyvirus vignae	3240634	S	15	0	15	0.00000
Potyvirus cypripedii	3240516	S	14	0	14	0.00000
Potyvirus croci	3240512	S	14	0	14	0.00000
Potyvirus fritillariae	3240529	S	14	0	14	0.00000
Potyvirus telosmae	3240618	S	13	0	13	0.00000
Potyvirus capsianuli	3240488	S	13	0	13	0.00000
Potyvirus citrullimoroccense	3240505	S	13	0	13	0.00000
Potyvirus gloriosae	3240531	S	13	0	13	0.00000
Potyvirus betaceum	3240480	S	12	0	12	0.00000
Potyvirus trompetae	3240625	S	11	0	11	0.00000
Potyvirus peporesticulae	3240589	S	11	0	11	0.00000
Potyvirus dianthi	3240523	S	11	0	11	0.00000
Potyvirus sarcochili	3240611	S	10	0	10	0.00000
Potyvirus streptopi	3240615	S	10	0	10	0.00000
Potyvirus polianthis	3240601	S	10	0	10	0.00000
Potyvirus arachidis	3240466	S	10	0	10	0.00000
Potyvirus cannae	3240487	S	10	0	10	0.00000
Potyvirus yidiuris	3240638	S	10	0	10	0.00000
Potyvirus daphnis	3240519	S	10	0	10	0.00000
Potyvirus nicotianavenamaculae	3240569	S	9	0	9	0.00000
Potyvirus cyrtanthi	3240517	S	9	0	9	0.00000
Potyvirus mirabilis	2956334	S	9	0	9	0.00000
Potyvirus passifloramaculae	3240584	S	9	0	9	0.00000
Potyvirus brugmansiae	3240484	S	9	0	9	0.00000
Potyvirus yamplacidum	3240636	S	9	0	9	0.00000
Potyvirus arracachae	3240468	S	8	0	8	0.00000
Potyvirus pepo	3240588	S	8	0	8	0.00000
Potyvirus caricae	3240494	S	8	0	8	0.00000
Potyvirus narcissusdegeneris	3240564	S	8	0	8	0.00000
Potyvirus batatamaculae	3240477	S	8	0	8	0.00000
Potyvirus batatalatentis	3240476	S	8	0	8	0.00000
Potyvirus basellae	3240475	S	8	0	8	0.00000
Potyvirus cordophani	3240510	S	8	0	8	0.00000
Potyvirus hippeastri	3240544	S	7	0	7	0.00000
Potyvirus torvi	3240622	S	7	0	7	0.00000
Potyvirus ceratobii	3240501	S	7	0	7	0.00000
Potyvirus tulipatessellati	3240629	S	6	0	6	0.00000
Potyvirus citrullufolimaculae	3240506	S	6	0	6	0.00000
Potyvirus bidensia	3240482	S	6	0	6	0.00000
Potyvirus phytolaccae	3240596	S	5	0	5	0.00000
Potyvirus vanillae	3240631	S	5	0	5	0.00000
Potyvirus dasheenis	3240520	S	5	0	5	0.00000
Potyvirus schizanthi	3240612	S	5	0	5	0.00000
Potyvirus yiornithogali	3240640	S	4	0	4	0.00000
Potyvirus amaranthi	241651	S	4	0	4	0.00000
Potyvirus rutae	3240609	S	4	0	4	0.00000
Potyvirus chichorii	3240503	S	4	0	4	0.00000
Potyvirus barbacenense	3240474	S	4	0	4	0.00000
Potyvirus ascaloniavirgae	3240471	S	4	0	4	0.00000
Potyvirus spiranthesis	3240614	S	3	0	3	0.00000
Potyvirus suaveolens	3240616	S	3	0	3	0.00000
Potyvirus plumpoxi	3240600	S	3	0	3	0.00000
Potyvirus helitessellati	3240540	S	2	0	2	0.00000
Potyvirus passifloradistorti	3240580	S	2	0	2	0.00000
Potyvirus lycorsis	3240557	S	2	0	2	0.00000
Potyvirus pfaffiae	3240592	S	2	0	2	0.00000
Potyvirus ranunculi	3240604	S	1	0	1	0.00000
Potyvirus yipleionis	3240641	S	1	0	1	0.00000
Potyvirus henbanis	3240541	S	1	0	1	0.00000
Ipomovirus cucurbitavenaflavi	3429980	S	1238	0	1238	0.00001
Ipomovirus brunusmanihotis	3429977	S	155	0	155	0.00000
Ipomovirus lenisbatatae	3429981	S	34	0	34	0.00000
Ipomovirus manihotis	3429983	S	32	0	32	0.00000
Ipomovirus cocciniae	3429978	S	30	0	30	0.00000
Ipomovirus cucumisvenaflavi	3429979	S	14	0	14	0.00000
Ipomovirus lycopersici	3429982	S	1	0	1	0.00000
Bymovirus tritici	3427667	S	165	0	165	0.00000
Bymovirus triticitessellati	3427668	S	35	0	35	0.00000
Bymovirus avenae	3427663	S	25	0	25	0.00000
Bymovirus hordei	3427664	S	14	0	14	0.00000
Bymovirus oryzae	3427666	S	7	0	7	0.00000
Bymovirus hordeiluteum	3427665	S	1	0	1	0.00000
Tritimovirus avenae	3432999	S	152	0	152	0.00000
Tritimovirus bromi	3433000	S	16	0	16	0.00000
Tritimovirus tritici	3433003	S	14	0	14	0.00000
Tritimovirus eqlidense	3433001	S	12	0	12	0.00000
Tritimovirus triseti	3433002	S	10	0	10	0.00000
Tritimovirus arrhenatheri	3432998	S	4	0	4	0.00000
Macluravirus scolymus	3430572	S	43	0	43	0.00000
Macluravirus cardamomi	3430565	S	38	0	38	0.00000
Macluravirus rumicis	3430571	S	22	0	22	0.00000
Macluravirus dioscoreaflavinecrosis	3430567	S	12	0	12	0.00000
Macluravirus maclurae	3430569	S	12	0	12	0.00000
Macluravirus alipiniatessallati	2212477	S	3	0	3	0.00000
Macluravirus dioscoreachinense	3430566	S	1	0	1	0.00000
Celavirus apii	3427840	S	79	0	79	0.00000
Roymovirus rosae	3432206	S	67	0	67	0.00000
Roymovirus passifloralatentis	3432205	S	11	0	11	0.00000
Poacevirus sacchari	3431714	S	36	0	36	0.00000
Poacevirus caladeniae	3431713	S	35	0	35	0.00000
Poacevirus tritici	3431715	S	5	0	5	0.00000
Rymovirus agropyronis	3432217	S	36	0	36	0.00000
Rymovirus lolii	3432219	S	27	0	27	0.00000
Rymovirus hordei	3432218	S	7	0	7	0.00000
Hubei Poty-like virus 1	1922832	S	49	0	49	0.00000
Reed chlorotic stripe virus	1959287	S	12	0	12	0.00000
Longan witches broom-associated virus	1993907	S	9	0	9	0.00000
Brambyvirus rubi	3427602	S	52	0	52	0.00000
Arepavirus arecamaculatum	3426442	S	16	0	16	0.00000
Arepavirus arecae	3426441	S	11	0	11	0.00000
Bevemovirus campanulae	3427429	S	21	0	21	0.00000
Phragmivirus spartinae	3431660	S	3	0	3	0.00000
Porcine picobirnavirus	442302	S	4321	0	4321	0.00003
Picobirnavirus sp.	1907787	S	1435	0	1435	0.00001
Otarine picobirnavirus	1187973	S	998	0	998	0.00001
Picobirnavirus dog/KNA/2015	1961162	S	898	0	898	0.00001
Chicken picobirnavirus	1930304	S	690	0	690	0.00000
Picobirnavirus green monkey/KNA/2015	1961155	S	422	0	422	0.00000
Rabbit picobirnavirus	104395	S	98	0	98	0.00000
Orthopicobirnavirus hominis	2956252	S	8404	0	8404	0.00005
Orthopicobirnavirus equi	2956251	S	769	0	769	0.00000
Alphahypovirus americanum	2955281	S	619	0	619	0.00000
Alphahypovirus botrytidis	2955283	S	174	0	174	0.00000
Alphahypovirus trichodermae	2955290	S	140	0	140	0.00000
Alphahypovirus insecti	2955286	S	94	0	94	0.00000
Alphahypovirus bipolaridis	2955282	S	90	0	90	0.00000
Alphahypovirus macrophominae	2955288	S	84	0	84	0.00000
Alphahypovirus sacchari	2955289	S	66	0	66	0.00000
Alphahypovirus japonicum	2955287	S	55	0	55	0.00000
Alphahypovirus alternariae	2955280	S	51	0	51	0.00000
Alphahypovirus cryphonectriae	2955284	S	29	0	29	0.00000
Alphahypovirus fusarii	2955285	S	22	0	22	0.00000
Epsilonhypovirus roselliniae	2955866	S	622	0	622	0.00000
Epsilonhypovirus agarici	2955863	S	188	0	188	0.00000
Epsilonhypovirus japonicum	2955865	S	72	0	72	0.00000
Epsilonhypovirus sinicum	2955868	S	35	0	35	0.00000
Epsilonhypovirus entoleucae	2955864	S	29	0	29	0.00000
Betahypovirus sinensis	2955462	S	274	0	274	0.00000
Betahypovirus trichodermae	2955463	S	216	0	216	0.00000
Betahypovirus fusarii	2955458	S	109	0	109	0.00000
Betahypovirus setosphaeriae	2955461	S	64	0	64	0.00000
Betahypovirus cryphonectriae	2955457	S	46	0	46	0.00000
Betahypovirus valsae	2955464	S	22	0	22	0.00000
Betahypovirus americanum	2955456	S	14	0	14	0.00000
Betahypovirus phomopsis	2955459	S	11	0	11	0.00000
Betahypovirus sclerotiniae	2955460	S	1	0	1	0.00000
Thetahypovirus rhizoctoniae	2956519	S	155	0	155	0.00000
Thetahypovirus sclerotiniae	2956521	S	146	0	146	0.00000
Thetahypovirus botrytidis	2956518	S	137	0	137	0.00000
Thetahypovirus sclerotii	2956520	S	81	0	81	0.00000
Gammahypovirus sinensis	2955933	S	62	0	62	0.00000
Gammahypovirus atheliae	2955930	S	26	0	26	0.00000
Gammahypovirus sclerotii	2955932	S	22	0	22	0.00000
Gammahypovirus uredi	2955934	S	13	0	13	0.00000
Gammahypovirus meridionalis	2955931	S	8	0	8	0.00000
Zetahypovirus sclerotiniae	2956709	S	94	0	94	0.00000
Sclerotinia homoeocarpa hypovirus 1	2501271	S	73	0	73	0.00000
Deltahypovirus sipunculidi	2955743	S	28	0	28	0.00000
Deltahypovirus sinicum	2955742	S	19	0	19	0.00000
Etahypovirus sclerotii	2955872	S	18	0	18	0.00000
Betapartitivirus cannabis	3427248	S	268	0	268	0.00000
Betapartitivirus anethi	3427246	S	224	0	224	0.00000
Betapartitivirus roselliniae	3427260	S	131	0	131	0.00000
Betapartitivirus trifolii	3427262	S	45	0	45	0.00000
Rosellinia necatrix partitivirus 6	1573459	S	34	0	34	0.00000
Betapartitivirus purpurae	3427258	S	33	0	33	0.00000
Betapartitivirus pleuroti	3427255	S	24	0	24	0.00000
Betapartitivirus pratense	3427256	S	24	0	24	0.00000
Betapartitivirus duoheterobasidion	3427250	S	21	0	21	0.00000
Betapartitivirus octiheterobasidion	3427253	S	15	0	15	0.00000
Betapartitivirus piheterobasidion	3427254	S	14	0	14	0.00000
Betapartitivirus ceratocystis	3427249	S	13	0	13	0.00000
Betapartitivirus primulae	3427257	S	13	0	13	0.00000
Betapartitivirus fusarii	3427251	S	11	0	11	0.00000
Betapartitivirus septemheterobasidion	3427261	S	10	0	10	0.00000
Betapartitivirus atkinsonellae	3427247	S	9	0	9	0.00000
Betapartitivirus rhiso	3427259	S	8	0	8	0.00000
Betapartitivirus humuli	3427252	S	7	0	7	0.00000
Fusarium poae partitivirus 2	1849533	S	67	0	67	0.00000
Bipolaris maydis partitivirus 2	2483307	S	58	0	58	0.00000
Botryotinia fuckeliana partitivirus 1	425010	S	50	0	50	0.00000
Penicillium aurantiogriseum partitivirus 1	1756157	S	47	0	47	0.00000
Verticillium dahliae partitivirus 1	1310424	S	39	0	39	0.00000
Rosellinia necatrix partitivirus 8	2025333	S	37	0	37	0.00000
Rhizoctonia solani dsRNA virus 4	2045504	S	36	0	36	0.00000
Dill cryptic virus 1	1408895	S	33	0	33	0.00000
Ustilaginoidea virens partitivirus 2	1415665	S	29	0	29	0.00000
Spinach cryptic virus 1	1937817	S	21	0	21	0.00000
Pseudogymnoascus destructans partitivirus-pa	1685502	S	20	0	20	0.00000
Arabidopsis halleri partitivirus 1	1849335	S	18	0	18	0.00000
Rhizoctonia solani dsRNA virus 2	1411681	S	16	0	16	0.00000
Red clover cryptic virus 1	1408894	S	16	0	16	0.00000
Raphanus sativus cryptic virus 3	580254	S	15	0	15	0.00000
Raphanus sativus cryptic virus 1	348449	S	13	0	13	0.00000
Rose cryptic virus 1	492502	S	10	0	10	0.00000
Carnation cryptic virus 3	1980625	S	9	0	9	0.00000
Aspergillus fumigatus partitivirus 2	2250452	S	9	0	9	0.00000
Melon partitivirus	2305257	S	9	0	9	0.00000
Fragaria chiloensis cryptic virus	335204	S	5	0	5	0.00000
Sclerotinia sclerotiorum partitivirus S	659497	S	5	0	5	0.00000
Raphanus sativus cryptic virus 2	351495	S	4	0	4	0.00000
Sophora japonica powdery mildew-associated partitivirus	1891704	S	1	0	1	0.00000
Bipolaris maydis partitivirus 1	1980631	S	1	0	1	0.00000
Medicago sativa alphapartitivirus 1	2043550	S	173	0	173	0.00000
Rhizoctonia solani dsRNA virus 3	1825688	S	5	0	5	0.00000
Alphapartitivirus carotae	3426226	S	173	0	173	0.00000
Alphapartitivirus cerasi	3426227	S	63	0	63	0.00000
Alphapartitivirus roselliniae	3426233	S	55	0	55	0.00000
Alphapartitivirus betae	3426225	S	19	0	19	0.00000
Alphapartitivirus viciae	3426238	S	16	0	16	0.00000
Alphapartitivirus trifolii	3426235	S	15	0	15	0.00000
Alphapartitivirus triheterobasidion	3426236	S	15	0	15	0.00000
Alphapartitivirus flammulinae	3426230	S	14	0	14	0.00000
Alphapartitivirus helicobasidii	3426231	S	4	0	4	0.00000
Alphapartitivirus duodecimheterobasidion	3426229	S	3	0	3	0.00000
Alphapartitivirus quindecimheterobasidion	3426232	S	3	0	3	0.00000
Alphapartitivirus tredecimheterobasidion	3426234	S	1	0	1	0.00000
Alphapartitivirus uniheterobasidion	3426237	S	1	0	1	0.00000
Deltapartitivirus unocapsici	3428210	S	322	0	322	0.00000
Deltapartitivirus duocapsici	3428207	S	88	0	88	0.00000
Deltapartitivirus duobetae	3428206	S	45	0	45	0.00000
Deltapartitivirus fici	3428208	S	16	0	16	0.00000
Deltapartitivirus trebetae	3428209	S	4	0	4	0.00000
Gammapartitivirus essepenicillii	3428934	S	56	0	56	0.00000
Gammapartitivirus ophiostomae	3428937	S	45	0	45	0.00000
Gammapartitivirus unodisculae	3428938	S	40	0	40	0.00000
Gammapartitivirus aspergilli	3428931	S	34	0	34	0.00000
Gammapartitivirus duodisculae	3428932	S	13	0	13	0.00000
Gammapartitivirus fusarii	3428935	S	11	0	11	0.00000
Gammapartitivirus effepenicillii	3428933	S	6	0	6	0.00000
Gammapartitivirus gremmeniellae	3428936	S	4	0	4	0.00000
Cryspovirus cryptosporidii	3428128	S	1	0	1	0.00000
Alphafusarivirus agarici	2955258	S	218	0	218	0.00000
Alphafusarivirus rolfsii	2955274	S	122	0	122	0.00000
Alphafusarivirus fusarii	2955263	S	115	0	115	0.00000
Alphafusarivirus neurosporae	2955268	S	58	0	58	0.00000
Alphafusarivirus macrophominae	2955266	S	52	0	52	0.00000
Alphafusarivirus sclerotii	2955278	S	37	0	37	0.00000
Alphafusarivirus italiae	2955265	S	30	0	30	0.00000
Alphafusarivirus ioaponiae	2955264	S	28	0	28	0.00000
Alphafusarivirus pleosporae	2955271	S	25	0	25	0.00000
Alphafusarivirus penicilli	2955269	S	24	0	24	0.00000
Alphafusarivirus roqueforti	2955275	S	23	0	23	0.00000
Alphafusarivirus botrytidis	2955262	S	23	0	23	0.00000
Alphafusarivirus neofusicocci	2955267	S	22	0	22	0.00000
Alphafusarivirus plasmoparae	2955270	S	21	0	21	0.00000
Alphafusarivirus rutstroemiae	2955277	S	16	0	16	0.00000
Alphafusarivirus portobelli	2955272	S	13	0	13	0.00000
Alphafusarivirus rhizoctoniae	2955273	S	12	0	12	0.00000
Alphafusarivirus zymoseptoriae	2955279	S	7	0	7	0.00000
Alphafusarivirus roselliniae	2955276	S	5	0	5	0.00000
Alphafusarivirus botryospheriae	2955261	S	5	0	5	0.00000
Alphafusarivirus auriculariae	2955260	S	5	0	5	0.00000
Betafusarivirus brasiliensis	2955447	S	110	0	110	0.00000
Betafusarivirus sinensis	2955455	S	100	0	100	0.00000
Betafusarivirus rhizoctoniae	2955453	S	86	0	86	0.00000
Betafusarivirus botrytidis	2955446	S	22	0	22	0.00000
Betafusarivirus iberiae	2955451	S	17	0	17	0.00000
Betafusarivirus neurosporae	2955452	S	12	0	12	0.00000
Betafusarivirus sclerotiniae	2955454	S	12	0	12	0.00000
Betafusarivirus alternariae	2955445	S	8	0	8	0.00000
Betafusarivirus homeocarpa	2955450	S	8	0	8	0.00000
Betafusarivirus crassae	2955448	S	6	0	6	0.00000
Betafusarivirus hispaniae	2955449	S	4	0	4	0.00000
Nigrospora oryzae fusarivirus 1	1913649	S	42	0	42	0.00000
Sodiomyces alkalinus fusarivirus 1	1917080	S	18	0	18	0.00000
Gammafusarivirus lentinualea	2955929	S	14	0	14	0.00000
Camellia oleifera amalgavirus 1	2069319	S	302	0	302	0.00000
Festuca pratensis amalgavirus 1	2069324	S	76	0	76	0.00000
Erigeron breviscapus amalgavirus 2	2069323	S	32	0	32	0.00000
Anthoxanthum odoratum amalgavirus 1	2065797	S	10	0	10	0.00000
Capsicum annuum amalgavirus 1	2069320	S	10	0	10	0.00000
Medicago sativa amalgavirus 1	2069326	S	7	0	7	0.00000
Cleome droserifolia amalgavirus 1	2069321	S	4	0	4	0.00000
Phalaenopsis equestris amalgavirus 1	2069327	S	3	0	3	0.00000
Antonospora locustae virus 1	1872708	S	2	0	2	0.00000
Festuca pratensis amalgavirus 2	2069325	S	2	0	2	0.00000
Erigeron breviscapus amalgavirus 1	2069322	S	1	0	1	0.00000
Amalgavirus lycopersici	3048320	S	44	0	44	0.00000
Amalgavirus allii	3047357	S	13	0	13	0.00000
Amalgavirus viciae	3048444	S	8	0	8	0.00000
Amalgavirus zosterae	3048460	S	7	0	7	0.00000
Amalgavirus spinaciae	3048327	S	5	0	5	0.00000
Amalgavirus vaccinii	3047691	S	4	0	4	0.00000
Amalgavirus rhododendri	3048296	S	3	0	3	0.00000
Amalgavirus marinae	3048461	S	3	0	3	0.00000
Amalgavirus cepae	3047358	S	2	0	2	0.00000
Unirnavirus beauveriae	3433064	S	52	0	52	0.00000
Zybavirus bailii	3048462	S	4	0	4	0.00000
Orthocurvulavirus sclerotiniae	3431279	S	42	0	42	0.00000
Orthocurvulavirus curvulariae	3431275	S	5	0	5	0.00000
Orthocurvulavirus trichodermae	3431281	S	4	0	4	0.00000
Orthocurvulavirus fusarii	3431276	S	3	0	3	0.00000
Orthocurvulavirus rhizoctoniae	3431277	S	2	0	2	0.00000
Hadakavirus nanga	2955970	S	1262	0	1262	0.00001
Betayadokarivirus ichibani	2955492	S	41	0	41	0.00000
Betayadokarivirus yonbani	2955495	S	22	0	22	0.00000
Betayadokarivirus nibani	2955493	S	7	0	7	0.00000
Betayadokarivirus sanbani	2955494	S	6	0	6	0.00000
Alphayadokarivirus nibani	2955321	S	10	0	10	0.00000
Alphayadokarivirus yonbani	2955323	S	10	0	10	0.00000
Alphayadokarivirus ichibani	2955320	S	9	0	9	0.00000
Alphayadokarivirus sanbani	2955190	S	5	0	5	0.00000
Alphayadokarivirus rokubani	2955322	S	2	0	2	0.00000
Rotavirus alphagastroenteritidis	3432193	S	60835	0	60835	0.00039
Bat rotavirus	1340801	S	10797	0	10797	0.00007
Rotavirus tritogastroenteritidis	3432203	S	5378	0	5378	0.00003
Rotavirus phigastroenteritidis	3432202	S	1075	0	1075	0.00001
Rotavirus iotagastroenteritidis	3432198	S	144	0	144	0.00000
Rotavirus deltagastroenteritidis	3432196	S	97	0	97	0.00000
Rotavirus gammagastroenteritidis	3432197	S	79	0	79	0.00000
Rotavirus jotagastroenteritidis	3432199	S	78	0	78	0.00000
Rotavirus betagastroenteritidis	3432195	S	42	0	42	0.00000
Rotavirus aspergastroenteritidis	3432194	S	17	0	17	0.00000
Orbivirus eubenangeense	3431245	S	353	0	353	0.00000
Guangxi orbivirus	2306813	S	168	0	168	0.00000
Stretch Lagoon orbivirus	559180	S	50	0	50	0.00000
Mobuck virus	1408137	S	31	0	31	0.00000
Orbivirus SX-2017a	1955493	S	24	52	76	0.00000
Tibet orbivirus	1428763	S	10	13	23	0.00000
Orbivirus changuinolaense	3431241	S	284	0	284	0.00000
Orbivirus lebomboense	3431248	S	223	0	223	0.00000
Orbivirus alphaequi	40050	S	103	0	103	0.00000
Orbivirus yunnanense	3431257	S	101	0	101	0.00000
Orbivirus alphamitchellense	3431237	S	101	0	101	0.00000
Orbivirus gammaequi	3431246	S	83	0	83	0.00000
Orbivirus gammamitchellense	3431247	S	76	0	76	0.00000
Orbivirus magninsulae	3431249	S	68	0	68	0.00000
Orbivirus saintcroixense	3431253	S	68	0	68	0.00000
Orbivirus umatillaense	3431255	S	61	0	61	0.00000
Orbivirus chenudaense	3431242	S	57	0	57	0.00000
Orbivirus wadmedaniense	3431256	S	57	0	57	0.00000
Orbivirus ruminantium	3431252	S	54	0	54	0.00000
Orbivirus betamitchellense	3431239	S	42	0	42	0.00000
Orbivirus orungoense	3431250	S	39	0	39	0.00000
Orbivirus betaequi	3431238	S	36	0	36	0.00000
